file_path|line_number|function_name|signature|description|inputs|return_type|status
src/reedcms/cli/help_test.rs|92|test_print_command_help_user_create|fn test_print_command_help_user_create()|No description|None|()|cfg_test
src/reedcms/cli/help_test.rs|101|test_print_command_help_role_create|fn test_print_command_help_role_create()|No description|None|()|cfg_test
src/reedcms/cli/help_test.rs|110|test_print_command_help_taxonomy_create|fn test_print_command_help_taxonomy_create()|No description|None|()|cfg_test
src/reedcms/cli/help_test.rs|119|test_print_command_help_server_start|fn test_print_command_help_server_start()|No description|None|()|cfg_test
src/reedcms/cli/help_test.rs|128|test_print_command_help_unknown_command|fn test_print_command_help_unknown_command()|No description|None|()|cfg_test
src/reedcms/cli/help_test.rs|137|test_print_version|fn test_print_version()|No description|None|()|cfg_test
src/reedcms/cli/help_test.rs|147|test_print_version_contains_license|fn test_print_version_contains_license()|No description|None|()|cfg_test
src/reedcms/cli/help_test.rs|154|test_print_command_help_contains_flags|fn test_print_command_help_contains_flags()|No description|None|()|cfg_test
src/reedcms/cli/help_test.rs|162|test_help_response_structure|fn test_help_response_structure()|No description|None|()|cfg_test
src/reedcms/cli/help_test.rs|174|test_command_help_response_structure|fn test_command_help_response_structure()|No description|None|()|cfg_test
src/reedcms/cli/help_test.rs|185|test_version_response_structure|fn test_version_response_structure()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands.rs|25|from_str|pub fn from_str(s: &str) -> ReedResult<Self>|Converts string to variant.|s: &str|ReedResult<Self>|active
src/reedcms/cli/layout_commands.rs|39|as_str|pub fn as_str(&self) -> &'static str|Converts variant to string.|None|&'static str|active
src/reedcms/cli/layout_commands.rs|74|init_layout|pub fn init_layout( args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Creates new layout(s) with flag-based configuration.|args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/layout_commands.rs|133|parse_layout_config|fn parse_layout_config(flags: &HashMap<String, String>) -> ReedResult<LayoutConfig>|Parses layout configuration from flags.|flags: &HashMap<String, String>|ReedResult<LayoutConfig>|active
src/reedcms/cli/layout_commands.rs|173|parse_routes|fn parse_routes(route_str: &str) -> ReedResult<HashMap<String, String>>|Parses route string (format: "de:wissen,en:knowledge").|route_str: &str|ReedResult<HashMap<String, String>>|active
src/reedcms/cli/layout_commands.rs|198|validate_layout_name|pub fn validate_layout_name(name: &str) -> ReedResult<()>|Validates layout name.|name: &str|ReedResult<()>|active
src/reedcms/cli/layout_commands.rs|240|layout_exists|pub fn layout_exists(name: &str) -> ReedResult<bool>|Checks if layout exists.|name: &str|ReedResult<bool>|active
src/reedcms/cli/layout_commands.rs|246|create_layout|fn create_layout(name: &str, config: &LayoutConfig) -> ReedResult<()>|Creates single layout with all files and data.|name: &str; config: &LayoutConfig|ReedResult<()>|active
src/reedcms/cli/layout_commands.rs|286|generate_template_file|fn generate_template_file(layout: &str, variant: TemplateVariant) -> ReedResult<()>|Generates Jinja template file.|layout: &str; variant: TemplateVariant|ReedResult<()>|active
src/reedcms/cli/layout_commands.rs|334|generate_css_file|fn generate_css_file(layout: &str, variant: TemplateVariant) -> ReedResult<()>|Generates CSS file.|layout: &str; variant: TemplateVariant|ReedResult<()>|active
src/reedcms/cli/layout_commands.rs|385|update_registry|fn update_registry(layout: &str, config: &LayoutConfig) -> ReedResult<()>|Updates registry with new layout.|layout: &str; config: &LayoutConfig|ReedResult<()>|active
src/reedcms/cli/layout_commands.rs|431|add_routes|fn add_routes(layout: &str, routes: &HashMap<String, String>) -> ReedResult<()>|Adds routes for layout.|layout: &str; routes: &HashMap<String, String>|ReedResult<()>|active
src/reedcms/cli/layout_commands.rs|459|add_default_text|fn add_default_text(layout: &str, languages: &[String]) -> ReedResult<()>|Adds default text content for layout.|layout: &str; languages: &[String]|ReedResult<()>|active
src/reedcms/cli/layout_commands.rs|496|add_default_meta|fn add_default_meta(layout: &str) -> ReedResult<()>|Adds default meta data for layout.|layout: &str|ReedResult<()>|active
src/reedcms/cli/layout_commands_test.rs|12|cleanup_test_files|fn cleanup_test_files(layout: &str)|Cleanup test files and directories.|layout: &str|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|21|cleanup_csv_entries|fn cleanup_csv_entries(layout: &str)|Cleanup CSV entries for test layout.|layout: &str|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|50|test_template_variant_from_str|fn test_template_variant_from_str()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|67|test_template_variant_as_str|fn test_template_variant_as_str()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|74|test_validate_layout_name_success|fn test_validate_layout_name_success()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|81|test_validate_layout_name_too_short|fn test_validate_layout_name_too_short()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|86|test_validate_layout_name_too_long|fn test_validate_layout_name_too_long()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|91|test_validate_layout_name_invalid_start|fn test_validate_layout_name_invalid_start()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|97|test_validate_layout_name_invalid_chars|fn test_validate_layout_name_invalid_chars()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|104|test_validate_layout_name_reserved|fn test_validate_layout_name_reserved()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|111|test_init_layout_no_args|fn test_init_layout_no_args()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|119|test_init_layout_minimal|fn test_init_layout_minimal()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|155|test_init_layout_with_languages|fn test_init_layout_with_languages()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|173|test_init_layout_with_variants|fn test_init_layout_with_variants()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|209|test_init_layout_with_routes|fn test_init_layout_with_routes()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|225|test_init_layout_with_parent|fn test_init_layout_with_parent()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|240|test_init_layout_multiple|fn test_init_layout_multiple()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|266|test_init_layout_duplicate|fn test_init_layout_duplicate()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|285|test_init_layout_invalid_variant|fn test_init_layout_invalid_variant()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|300|test_init_layout_invalid_route_format|fn test_init_layout_invalid_route_format()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|315|test_layout_exists|fn test_layout_exists()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|331|test_generated_template_content|fn test_generated_template_content()|No description|None|()|cfg_test
src/reedcms/cli/layout_commands_test.rs|352|test_generated_css_content|fn test_generated_css_content()|No description|None|()|cfg_test
src/reedcms/cli/migration_commands.rs|46|migrate_text|pub fn migrate_text( args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Migrates text content from component/layout CSV files to central .reed/text.csv.|args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/migration_commands.rs|221|migrate_routes|pub fn migrate_routes( args: &[String], flags: &HashMap<String, String>, ) -> ReedResult<ReedResponse<String>>|Migrates route definitions from CSV.|args: &[String]; flags: &HashMap<String, String>|ReedResult<ReedResponse<String>>|active
src/reedcms/cli/migration_commands.rs|367|discover_text_csv_files|fn discover_text_csv_files(path: &Path, recursive: bool) -> ReedResult<Vec<PathBuf>>|Discovers .text.csv files in path.|path: &Path; recursive: bool|ReedResult<Vec<PathBuf>>|active
src/reedcms/cli/migration_commands.rs|391|discover_in_directory|fn discover_in_directory( dir: &Path, csv_files: &mut Vec<PathBuf>, recursive: bool, ) -> ReedResult<()>|Recursively discovers .text.csv files in directory.|dir: &Path; csv_files: &mut Vec<PathBuf>; recursive: bool|ReedResult<()>|active
src/reedcms/cli/migration_commands_test.rs|10|make_flags|fn make_flags(pairs: &[(&str, &str)]) -> HashMap<String, String>|No description|pairs: &[(&str, &str|HashMap<String, String>|cfg_test
src/reedcms/cli/migration_commands_test.rs|18|test_migrate_text_missing_args|fn test_migrate_text_missing_args()|No description|None|()|cfg_test
src/reedcms/cli/migration_commands_test.rs|27|test_migrate_text_nonexistent_path|fn test_migrate_text_nonexistent_path()|No description|None|()|cfg_test
src/reedcms/cli/migration_commands_test.rs|36|test_migrate_text_dry_run|fn test_migrate_text_dry_run()|No description|None|()|cfg_test
src/reedcms/cli/migration_commands_test.rs|46|test_migrate_text_recursive|fn test_migrate_text_recursive()|No description|None|()|cfg_test
src/reedcms/cli/migration_commands_test.rs|55|test_migrate_text_no_backup|fn test_migrate_text_no_backup()|No description|None|()|cfg_test
src/reedcms/cli/migration_commands_test.rs|64|test_migrate_text_combined_flags|fn test_migrate_text_combined_flags()|No description|None|()|cfg_test
src/reedcms/cli/migration_commands_test.rs|73|test_migrate_routes_missing_args|fn test_migrate_routes_missing_args()|No description|None|()|cfg_test
src/reedcms/cli/migration_commands_test.rs|82|test_migrate_routes_nonexistent_file|fn test_migrate_routes_nonexistent_file()|No description|None|()|cfg_test
src/reedcms/cli/migration_commands_test.rs|91|test_migrate_routes_dry_run|fn test_migrate_routes_dry_run()|No description|None|()|cfg_test
src/reedcms/cli/migration_commands_test.rs|100|test_migrate_routes_force|fn test_migrate_routes_force()|No description|None|()|cfg_test
src/reedcms/cli/migration_commands_test.rs|109|test_migrate_routes_no_backup|fn test_migrate_routes_no_backup()|No description|None|()|cfg_test
src/reedcms/cli/migration_commands_test.rs|118|test_migrate_routes_combined_flags|fn test_migrate_routes_combined_flags()|No description|None|()|cfg_test
src/reedcms/cli/mod.rs|59|run|pub fn run(args: Vec<String>) -> ReedResult<String>|Main CLI entry point.|args: Vec<String>|ReedResult<String>|active
src/reedcms/cli/parser.rs|68|parse_command|pub fn parse_command(args: Vec<String>) -> ReedResult<Command>|Parses CLI arguments into Command structure.|args: Vec<String>|ReedResult<Command>|active
src/reedcms/cli/parser.rs|107|parse_command_format|fn parse_command_format(cmd: &str) -> ReedResult<(String, String)>|Parses command format (namespace:action).|cmd: &str|ReedResult<(String, String)>|active
src/reedcms/cli/parser.rs|151|validate_identifier|fn validate_identifier(id: &str, context: &str) -> ReedResult<()>|Validates identifier contains only allowed characters.|id: &str; context: &str|ReedResult<()>|active
src/reedcms/cli/parser.rs|173|parse_args_and_flags|fn parse_args_and_flags(args: &[String]) -> ReedResult<(Vec<String>, HashMap<String, String>)>|Parses arguments and flags from remaining CLI args.|args: &[String]|ReedResult<(Vec<String>, HashMap<String, String>)>|active
src/reedcms/cli/parser.rs|242|has_flag|pub fn has_flag(&self, flag: &str) -> bool|Returns true if flag exists (regardless of value).|flag: &str|bool|active
src/reedcms/cli/parser.rs|247|get_flag|pub fn get_flag(&self, flag: &str) -> Option<&String>|Gets flag value, returns None if not present.|flag: &str|Option<&String>|active
src/reedcms/cli/parser.rs|252|get_flag_bool|pub fn get_flag_bool(&self, flag: &str) -> bool|Gets flag value as boolean.|flag: &str|bool|active
src/reedcms/cli/parser_test.rs|10|test_parse_simple_command|fn test_parse_simple_command()|No description|None|()|cfg_test
src/reedcms/cli/parser_test.rs|21|test_parse_command_with_multiple_args|fn test_parse_command_with_multiple_args()|No description|None|()|cfg_test
src/reedcms/cli/parser_test.rs|36|test_parse_command_with_boolean_flags|fn test_parse_command_with_boolean_flags()|No description|None|()|cfg_test
src/reedcms/cli/parser_test.rs|52|test_parse_command_with_value_flags|fn test_parse_command_with_value_flags()|No description|None|()|cfg_test
src/reedcms/cli/parser_test.rs|74|test_parse_command_mixed_args_and_flags|fn test_parse_command_mixed_args_and_flags()|No description|None|()|cfg_test
src/reedcms/cli/parser_test.rs|101|test_parse_command_help_flag|fn test_parse_command_help_flag()|No description|None|()|cfg_test
src/reedcms/cli/parser_test.rs|112|test_parse_command_no_colon|fn test_parse_command_no_colon()|No description|None|()|cfg_test
src/reedcms/cli/parser_test.rs|124|test_parse_command_empty_namespace|fn test_parse_command_empty_namespace()|No description|None|()|cfg_test
src/reedcms/cli/parser_test.rs|136|test_parse_command_empty_action|fn test_parse_command_empty_action()|No description|None|()|cfg_test
src/reedcms/cli/parser_test.rs|148|test_parse_command_invalid_characters_namespace|fn test_parse_command_invalid_characters_namespace()|No description|None|()|cfg_test
src/reedcms/cli/parser_test.rs|158|test_parse_command_invalid_characters_action|fn test_parse_command_invalid_characters_action()|No description|None|()|cfg_test
src/reedcms/cli/parser_test.rs|168|test_parse_command_flag_missing_value|fn test_parse_command_flag_missing_value()|No description|None|()|cfg_test
src/reedcms/cli/parser_test.rs|184|test_parse_command_no_args|fn test_parse_command_no_args()|No description|None|()|cfg_test
